PassengerId,Fare,Age,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Survived,No_Cabin,No_Family
19,0.1001085568601522,0.1001085568601522,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
21,0.40792595982150565,0.40792595982150565,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
22,0.3309716090811673,0.3309716090811673,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1
23,-1.1311610549852615,-1.1311610549852615,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
24,-0.1307544953608629,-0.1307544953608629,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1
25,-1.6698415101676303,-1.6698415101676303,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
26,0.6387890120425208,0.6387890120425208,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
28,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
31,0.7926977135231975,0.7926977135231975,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
34,2.793510832771995,2.793510832771995,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
35,-0.1307544953608629,-0.1307544953608629,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
36,0.9466064150038742,0.9466064150038742,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0
37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1
38,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
39,-0.9002980027642465,-0.9002980027642465,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
40,-1.2081154057256,-1.2081154057256,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0
41,0.7926977135231975,0.7926977135231975,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
42,-0.20770884610120124,-0.20770884610120124,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0
43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
44,-2.054613263869322,-2.054613263869322,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
45,-0.8233436520239081,-0.8233436520239081,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
50,-0.9002980027642465,-0.9002980027642465,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
51,-1.7467958609079686,-1.7467958609079686,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
52,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
53,1.4852868701862427,1.4852868701862427,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
54,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0
55,2.7165564820316566,2.7165564820316566,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
56,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1
57,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1
58,-0.0922773199906937,-0.0922773199906937,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
59,-1.9007045623886454,-1.9007045623886454,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0
60,-1.4389784579466152,-1.4389784579466152,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
61,-0.5924805998028931,-0.5924805998028931,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
62,0.6387890120425208,0.6387890120425208,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,1
63,1.1774694672248893,1.1774694672248893,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
64,-1.9776589131289837,-1.9776589131289837,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
65,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0
67,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1
68,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
69,-0.977252353504585,-0.977252353504585,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
70,-0.2846631968415396,-0.2846631968415396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
71,0.17706290760049057,0.17706290760049057,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
72,-1.0542067042449232,-1.0542067042449232,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
73,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
74,-0.2846631968415396,-0.2846631968415396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
75,0.17706290760049057,0.17706290760049057,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
76,-0.361617547581878,-0.361617547581878,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1
77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
79,-2.2216042049758564,-2.2216042049758564,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0
80,0.02315420611981384,0.02315420611981384,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
81,-0.5924805998028931,-0.5924805998028931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
82,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
84,-0.1307544953608629,-0.1307544953608629,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1
85,-0.977252353504585,-0.977252353504585,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1
86,0.25401725834082894,0.25401725834082894,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
87,-1.0542067042449232,-1.0542067042449232,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
89,-0.5155262490625547,-0.5155262490625547,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0
90,-0.4385718983222164,-0.4385718983222164,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
91,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
92,-0.7463893012835698,-0.7463893012835698,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
93,1.2544238179652276,1.2544238179652276,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
94,-0.2846631968415396,-0.2846631968415396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
95,2.2548303775896263,2.2548303775896263,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
97,3.1782825864736868,3.1782825864736868,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
98,-0.5155262490625547,-0.5155262490625547,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
99,0.3309716090811673,0.3309716090811673,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0
100,0.3309716090811673,0.3309716090811673,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
101,-0.1307544953608629,-0.1307544953608629,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1
102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
103,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
104,0.25401725834082894,0.25401725834082894,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
105,0.5618346613021824,0.5618346613021824,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
106,-0.1307544953608629,-0.1307544953608629,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
107,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
109,0.6387890120425208,0.6387890120425208,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
110,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0
111,1.3313781687055661,1.3313781687055661,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1
112,-1.169638230355431,-1.169638230355431,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0
113,-0.5924805998028931,-0.5924805998028931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
114,-0.7463893012835698,-0.7463893012835698,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
115,-0.977252353504585,-0.977252353504585,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
116,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
117,3.139805411103518,3.139805411103518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
118,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
119,-0.4385718983222164,-0.4385718983222164,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
120,-2.1315676146096605,-2.1315676146096605,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
121,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
123,0.21554008297065974,0.21554008297065974,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
124,0.21554008297065974,0.21554008297065974,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1
125,1.8700586238879346,1.8700586238879346,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
126,-1.3620241072062766,-1.3620241072062766,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0
127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
128,-0.4385718983222164,-0.4385718983222164,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
130,1.1774694672248893,1.1774694672248893,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
131,0.25401725834082894,0.25401725834082894,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
132,-0.7463893012835698,-0.7463893012835698,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
133,1.3313781687055661,1.3313781687055661,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
134,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0
135,-0.361617547581878,-0.361617547581878,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
136,-0.5155262490625547,-0.5155262490625547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
137,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0
138,0.5618346613021824,0.5618346613021824,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
139,-1.0542067042449232,-1.0542067042449232,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
140,-0.4385718983222164,-0.4385718983222164,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0
142,-0.5924805998028931,-0.5924805998028931,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
143,-0.4385718983222164,-0.4385718983222164,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
144,-0.8233436520239081,-0.8233436520239081,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
145,-0.9002980027642465,-0.9002980027642465,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
146,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
147,-0.20770884610120124,-0.20770884610120124,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
148,-1.5928871594272918,-1.5928871594272918,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
149,0.5233574859320133,0.5233574859320133,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
150,0.9466064150038742,0.9466064150038742,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
151,1.6391955716669195,1.6391955716669195,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
152,-0.5924805998028931,-0.5924805998028931,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0
153,1.985490149998442,1.985490149998442,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
154,0.8311748888933667,0.8311748888933667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
156,1.6391955716669195,1.6391955716669195,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
157,-1.0542067042449232,-1.0542067042449232,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
158,0.02315420611981384,0.02315420611981384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
160,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
161,1.100515116484551,1.100515116484551,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
162,0.7926977135231975,0.7926977135231975,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1
163,-0.2846631968415396,-0.2846631968415396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
164,-0.977252353504585,-0.977252353504585,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
165,-2.208521965349999,-2.208521965349999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
166,-1.5928871594272918,-1.5928871594272918,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0
167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0
168,1.1774694672248893,1.1774694672248893,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
169,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1
170,-0.1307544953608629,-0.1307544953608629,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
171,2.4087390790703034,2.4087390790703034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1
172,-1.9776589131289837,-1.9776589131289837,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
173,-2.208521965349999,-2.208521965349999,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
174,-0.6694349505432314,-0.6694349505432314,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
175,2.0239673253686115,2.0239673253686115,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
176,-0.9002980027642465,-0.9002980027642465,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
178,1.5622412209265812,1.5622412209265812,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
179,0.02315420611981384,0.02315420611981384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
180,0.48488031056184405,0.48488031056184405,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
182,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
183,-1.5928871594272918,-1.5928871594272918,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
184,-2.208521965349999,-2.208521965349999,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0
185,-1.9776589131289837,-1.9776589131289837,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
186,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1
187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0
188,1.1774694672248893,1.1774694672248893,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1
189,0.7926977135231975,0.7926977135231975,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
190,0.48488031056184405,0.48488031056184405,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
191,0.17706290760049057,0.17706290760049057,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1
192,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
193,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
194,-2.054613263869322,-2.054613263869322,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0
195,1.100515116484551,1.100515116484551,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1
196,2.177876026849288,2.177876026849288,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1
197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
198,0.9466064150038742,0.9466064150038742,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
200,-0.4385718983222164,-0.4385718983222164,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1
201,-0.1307544953608629,-0.1307544953608629,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
203,0.3309716090811673,0.3309716090811673,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
204,1.2159466425950585,1.2159466425950585,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
205,-0.9002980027642465,-0.9002980027642465,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
206,-2.1315676146096605,-2.1315676146096605,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
207,0.17706290760049057,0.17706290760049057,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
208,-0.2846631968415396,-0.2846631968415396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1
209,-1.0542067042449232,-1.0542067042449232,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
210,0.7926977135231975,0.7926977135231975,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,1
211,-0.4385718983222164,-0.4385718983222164,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
212,0.40792595982150565,0.40792595982150565,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1
213,-0.5924805998028931,-0.5924805998028931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
214,0.02315420611981384,0.02315420611981384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
216,0.1001085568601522,0.1001085568601522,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
217,-0.20770884610120124,-0.20770884610120124,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
218,0.9466064150038742,0.9466064150038742,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
219,0.17706290760049057,0.17706290760049057,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1
220,0.02315420611981384,0.02315420611981384,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
221,-1.0542067042449232,-1.0542067042449232,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
222,-0.20770884610120124,-0.20770884610120124,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
223,1.6391955716669195,1.6391955716669195,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
225,0.6387890120425208,0.6387890120425208,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
226,-0.5924805998028931,-0.5924805998028931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
227,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1
228,-0.7079121259134006,-0.7079121259134006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
229,-0.9002980027642465,-0.9002980027642465,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
230,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
231,0.40792595982150565,0.40792595982150565,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0
232,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
233,2.2548303775896263,2.2548303775896263,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
234,-1.9007045623886454,-1.9007045623886454,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0
235,-0.4385718983222164,-0.4385718983222164,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
236,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1
237,1.100515116484551,1.100515116484551,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
238,-1.6698415101676303,-1.6698415101676303,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0
239,-0.8233436520239081,-0.8233436520239081,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
240,0.25401725834082894,0.25401725834082894,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0
242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0
243,-0.05380014462052453,-0.05380014462052453,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
